"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","neg_logPval","donorName","meta_p_value","max_log2FC","count","adjusted_meta_p_value"
"576","AC009118.3",0.118470843816117,1.67756427599465,0.015,0.005,1,0.926388518242719,"AIDA077",0.000415842286030771,-3.10715437317758,22,0.00152418129335192
"580","AC009123.1",0.0824538337548124,2.7123389006577,0.01,0,1,1.08378914669197,"AIDA047",0.00366139126586358,-2.82772013777384,14,0.00845614264970816
"582","AC009133.1",0.874113318460445,0.524970216022051,0.039,0.035,1,0.0584322625693135,"AIDA038",0.0160593807446978,2.65347471160111,120,0.0274528603270847
"583","AC009133.2",0.00670671236923925,3.9604182803363,0.021,0.001,1,2.17349031884659,"AIDA023",0.000391597840531867,3.9604182803363,23,0.00144949981596073
"585","AC009133.4",0.21482720411491,-1.07811380783942,0.004,0.012,1,0.667910723675915,"AIDA085",0.00525997046181031,3.00708954658896,42,0.0112827003486596
"586","AC009137.1",0.229378747993856,1.23524384861964,0.01,0.004,1,0.639446822077943,"AIDA100",0.000456485221584866,-5.04790021034345,11,0.00163969906707162
"588","AC009145.1",0.00158705889394631,-4.55362825845004,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-4.55362825845004,1,0.00437058161054114
"589","AC009152.3",0.0278363052634553,3.14556699187135,0.02,0.002,1,1.55538840951331,"AIDA038",0.0246903675324861,3.14556699187135,3,0.0390226391287004
"590","AC009163.7",0.00181098751922399,-4.18562128644468,0,0.014,1,2.74208454270131,"AIDA192",3.75911614451104e-05,-4.21445229448395,10,0.000215894285410435
"592","AC009226.1",0.25448916468728,1.37032758449873,0.01,0.003,1,0.59433070376612,"AIDA181",0.00668408158288051,-3.61362045332922,10,0.0135485952884212
"594","AC009237.14",0.188074497439558,-2.10716172527008,0,0.01,1,0.725670090000698,"AIDA163",0.00150768803794407,-4.10524688636439,14,0.00423461226458888
"595","AC009242.1",0.00536355366170552,-4.25296974042652,0,0.01,1,2.27054736995608,"AIDA161",0.00536355366170552,-4.25296974042652,1,0.0113622649938762
"596","AC009275.1",0.0738691109259565,-2.29286958575759,0.002,0.014,1,1.13153712803025,"AIDA003",0.00496254244818295,-3.30955869123298,6,0.0107711585957738
"597","AC009283.1",0.147329482173548,2.43319922421159,0.014,0.003,1,0.831710337583037,"AIDA002",0.0237081756398179,2.86119751318695,16,0.0379412609577994
"598","AC009299.3",0.0940930377479865,2.72401066688362,0.021,0.004,1,1.02644251025493,"AIDA023",0.0275572315441851,3.13895883069002,31,0.0426844579559728
"599","AC009303.2",0.392194965568793,1.1917089771263,0.014,0.007,1,0.406497985476306,"AIDA073",1.49420121646026e-07,-5.48228437038844,12,1.75895125793893e-06
"600","AC009309.1",0.216974192620961,1.3929043373634,0.01,0.003,1,0.663591919003242,"AIDA129",0.0233116101092696,-3.0218406434763,61,0.0374141931569189
"602","AC009315.1",0.699323447345888,-0.31344955168939,0.008,0.012,1,0.155321910223624,"AIDA055",0.00149731350439836,-4.40492578760511,29,0.00421154553554496
"604","AC009318.2",0.125474808158193,-2.59309716180277,0.002,0.016,1,0.901443459649906,"AIDA062",0.0105988907146562,-3.43787307471087,2,0.0195749895726411
"606","AC009318.4",0.000255113528123944,-4.95480008777147,0,0.028,1,3.59326651107346,"AIDA003",1.50983072768788e-06,-4.95480008777147,7,1.37636932176358e-05
"608","AC009403.2",0.145951032739401,2.58961212337638,0.014,0.003,1,0.835792827627413,"AIDA002",0.00195350096175232,-3.90839098619368,40,0.00513578302778636
"614","AC009506.1",0.17393142617259,-1.63374885658918,0.006,0.024,1,0.759621941974977,"AIDA112",0.00128193811608653,-3.31861013853603,50,0.00372960520302894
"616","AC009522.1",0.618740171359193,0.377638515876005,0.018,0.014,1,0.208491686738568,"AIDA184",0.0170877209084461,3.87743350217309,32,0.0288913288506717
"617","AC009542.1",0.156791829339121,-2.54842639418553,0.006,0.017,1,0.804676572808402,"AIDA009",0.00273788928436893,3.17060649640484,7,0.00675406118130823
"618","AC009554.1",0.236381239163557,1.27669032161532,0.01,0.003,1,0.626386995011867,"AIDA079",0.00151153227316608,-4.02198245668453,4,0.00423775545848442
"620","AC009563.1",0.000656731056276841,4.95708157606332,0.02,0,1,3.18261244579441,"AIDA038",0.000656731056276841,4.95708157606332,1,0.00218734445329614
"621","AC009570.1",1.49944354600724e-07,-5.90116104369872,0,0.037,0.00548811332274109,6.82406988076746,"AIDA096",1.49944354600724e-07,-5.90116104369872,1,1.76392872703907e-06
"623","AC009630.1",0.297074489031441,0.736253410806706,0.031,0.019,1,0.527134641190514,"AIDA017",0.0126868892397366,3.67249521595573,91,0.0227434700726335
"624","AC009630.2",0.263410415798265,-1.85019011447619,0,0.031,1,0.57936705612338,"AIDA172",0.000916397633917621,-4.050254298434,11,0.00286901659904528
"634","AC009812.4",0.127922530027691,-2.57363283356217,0,0.014,1,0.893052959782465,"AIDA163",2.50145433950594e-08,-4.90689189455954,6,3.44874960990199e-07
"636","AC009831.3",0.28025720407326,1.02154583347423,0.015,0.008,1,0.552443214954034,"AIDA035",0.0155599304084107,-3.8484971567311,46,0.0267398557062676
"638","AC009948.2",0.251962608149518,-1.50135263519582,0,0.013,1,0.598663904770961,"AIDA032",0.0110152258211763,3.13319573895277,4,0.020213680179558
"641","AC009951.6",0.254300356358824,1.70019641895045,0.016,0.005,1,0.594653031233798,"AIDA076",0.0133424661756606,3.65290716251863,90,0.023674704760729
"643","AC009961.4",0.221424652468886,2.19538271122891,0.01,0,1,0.654774028284864,"AIDA032",0.000520592908117678,4.03759054933004,17,0.00182502617294232
"644","AC009962.1",0.00158705889394631,-4.76568437910617,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-4.76568437910617,1,0.00437058161054114
"645","AC009996.1",0.0393281034707953,2.78791226513649,0.01,0.001,1,1.40529699617931,"AIDA077",0.00147032794009307,-4.3134471299946,4,0.00415062434443602
"647","AC010148.1",0.0241722818441765,-3.82746682237379,0,0.014,1,1.61668235060358,"AIDA084",0.00219617976346516,-4.17948655301996,6,0.00565100752503828
"649","AC010173.1",0.374363600960469,-1.02150756755262,0.006,0.014,1,0.426706383946977,"AIDA003",5.65486207267639e-06,4.9410404816718,31,4.34222972163219e-05
"651","AC010186.1",0.233452701987032,1.41056460197173,0.01,0.003,1,0.631801095169597,"AIDA079",1.22382834340728e-05,-5.91691846376653,3,8.40669956203008e-05
"652","AC010186.3",0.833430703041181,0.494442824929742,0.012,0.01,1,0.0791305044597958,"AIDA057",0.00913474966464032,-4.71942977364626,77,0.0174824696155672
"653","AC010198.1",0.34736878329986,-1.28806601890655,0.005,0.015,1,0.459209212514609,"AIDA141",0.00263685736043328,-3.80947894040079,9,0.00654210624536434
"656","AC010203.2",0.00158705889394631,-4.83504258728937,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-4.83504258728937,1,0.00437058161054114
"662","AC010247.1",0.649022488737793,0.488784630359058,0.028,0.023,1,0.187740254562471,"AIDA019",0.0016497866793248,-3.29662005114313,110,0.00447999641760892
"663","AC010247.2",0.691626210619384,0.488934119804338,0.015,0.012,1,0.160128556590033,"AIDA051",0.002368319578982,-4.115890292933,41,0.00600198175076732
"664","AC010260.1",0.377871868090573,-1.06477942249463,0.005,0.01,1,0.422655439355294,"AIDA147",0.000475074313626054,4.98958537619065,17,0.00169504078823245
"666","AC010319.4",0.0278363052634553,3.26652174701107,0.02,0.002,1,1.55538840951331,"AIDA038",0.00335360383330984,-4.20754866885765,3,0.00790556102089896
"667","AC010319.5",0.000656731056276841,5.10023335409853,0.02,0,1,3.18261244579441,"AIDA038",0.000656731056276841,5.10023335409853,1,0.00218734445329614
"668","AC010320.2",0.269289027500436,-2.11782931027976,0.004,0.013,1,0.569781342069722,"AIDA098",0.0028874830062848,4.7460037950852,6,0.00703930126960759
"669","AC010325.1",0.0104554941877569,-4.08665591482234,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-4.08665591482234,1,0.0193468353221592
"672","AC010327.7",0.810114183499058,0.120536301472365,0.011,0.009,1,0.0914537641230023,"AIDA136",0.00150846045749234,4.08464502592286,8,0.00423611945557384
"673","AC010327.8",0.00409052854407184,4.15146075007623,0.01,0,1,2.38822057244661,"AIDA077",0.00725206828948832,4.15146075007623,2,0.0144862185191785
"675","AC010332.3",0.746004197939396,0.186799375954769,0.04,0.033,1,0.127258728644241,"AIDA082",7.32109198168662e-05,3.82790788007793,67,0.000372673616135973
"677","AC010336.1",0.0390927256998449,2.79577956846623,0.014,0.002,1,1.40790404777873,"AIDA104",0.00571580089254224,-3.78853073795748,3,0.0119550694854644
"681","AC010359.3",0.596917507639001,0.269140536586165,0.012,0.008,1,0.224085683029078,"AIDA024",0.0246712568652416,-3.18636479738062,35,0.0389987629821301
"682","AC010401.1",0.0461303549229074,2.20797769377738,0.012,0.002,1,1.3360132039552,"AIDA158",0.00148342559212622,-4.89075572296016,23,0.0041809337326694
"685","AC010422.7",0.103101335438584,2.30347543103968,0.019,0,1,0.986735709402692,"AIDA144",0.000222917151239224,5.06234598395911,8,0.000915021483813114
"687","AC010491.1",0.653494588139847,-0.862963431374165,0.011,0.017,1,0.18475800464156,"AIDA026",0.00572645700261437,6.68354304550595,28,0.0119705177866271
"688","AC010501.2",0.197129203398054,-2.04909415816949,0,0.01,1,0.705249033076523,"AIDA122",7.72972166981628e-05,4.53698970119676,20,0.000390616622178186
"689","AC010503.1",0.42146472849917,-1.44779644618449,0.009,0.029,1,0.375238764714531,"AIDA188",3.92389181750279e-06,-6.37106892066005,12,3.17052411848909e-05
"690","AC010531.6",0.550478991277389,0.589747478541773,0.017,0.01,1,0.259259250981794,"AIDA102",6.44726955867715e-05,-3.38343082244029,30,0.000334396321279525
"693","AC010538.1",0.00163586809493487,4.7264466034065,0.014,0,1,2.78625171774991,"AIDA002",0.00163586809493487,4.7264466034065,1,0.00444902224730228
"694","AC010542.4",0.125474808158193,-2.49674257555493,0.002,0.016,1,0.901443459649906,"AIDA062",0.0296617263983079,-6.37022244889682,4,0.0453884291858799
"696","AC010615.2",0.117409595499288,1.27582717033638,0.016,0.006,1,0.93029640818126,"AIDA036",0.00508170980898916,-4.26919936525212,11,0.0109691732730103
"699","AC010624.1",0.0139615960176587,-3.68521292007611,0,0.057,1,1.85506493256941,"AIDA188",0.0128444967521319,-5.27555516217471,3,0.0229668326047069
"702","AC010632.1",0.0975851827067025,2.45057249006744,0.018,0,1,1.01061612041979,"AIDA042",0.00907335015029834,3.8686825187263,6,0.0173974344761774
"703","AC010632.2",0.216407482714687,1.7910573420812,0.014,0,1,0.66472772671928,"AIDA010",0.0257253632434797,-3.90600823574027,3,0.0403662516597537
"704","AC010642.2",0.210509641953897,-0.214440330522581,0.077,0.101,1,0.676728007422269,"AIDA169",0.0262683092960841,-1.80321726166511,114,0.0410437065605562
"706","AC010680.2",0.022382575067916,2.44490042896641,0.015,0.002,1,1.6500899502718,"AIDA035",0.00459233919452715,3.38671338302008,19,0.0101054286511446
"707","AC010680.3",0.0627470485367443,2.70854543710966,0.01,0,1,1.20240669748599,"AIDA052",3.95993476184659e-06,-4.15022923259601,5,3.19699498945435e-05
"710","AC010761.1",0.0821053290018052,-2.80218055015368,0,0.011,1,1.08562865431819,"AIDA128",0.0151697531393239,-3.39065219743865,15,0.0262243287698259
"712","AC010761.3",1.52899854791966e-06,-5.95848672727575,0,0.037,0.0559628758524073,5.81559292703423,"AIDA048",1.52899854791966e-06,-5.95848672727575,1,1.38091890180912e-05
"713","AC010761.4",0.197129203398054,-2.07369575018697,0,0.01,1,0.705249033076523,"AIDA122",0.00150616093493865,5.90980395647183,5,0.00423154329009805
"719","AC010883.2",0.0791631044578363,-1.78443460915384,0.002,0.013,1,1.10147718285282,"AIDA129",0.000115622276617328,-3.9142884314254,30,0.000540671524431627
"721","AC010894.2",0.151573242111783,2.17760931375858,0.013,0,1,0.819377459844303,"AIDA124",6.41422975587153e-06,-4.99664646322365,6,4.84324069279587e-05
"723","AC010896.1",0.0998207746057452,2.28687153409965,0.02,0,1,1.00077906434672,"AIDA141",0.00128955117519973,3.75577167985879,36,0.00374281085281079
"724","AC010913.1",0.00163586809493487,4.66605004492114,0.014,0,1,2.78625171774991,"AIDA002",0.00163586809493487,4.66605004492114,1,0.00444902224730228
"728","AC010978.1",0.660777278390124,-0.251296192932248,0.008,0.014,1,0.179944899161412,"AIDA149",0.000398147004826746,-4.6702998387493,92,0.0014692748249725
"730","AC010998.2",0.00163586809493487,4.74388728997442,0.014,0,1,2.78625171774991,"AIDA002",0.0001831738681661,4.74388728997442,3,0.000787033552215216
"733","AC011246.1",0.221424652468886,2.01934339334902,0.01,0,1,0.654774028284864,"AIDA032",0.00106165893027993,-4.55676432418301,4,0.00320253342981908
"734","AC011287.1",3.08189449501641e-08,-5.87637926432754,0,0.035,0.00112800420412096,7.51118223291691,"AIDA105",1.32226710122228e-07,-5.87637926432754,2,1.58419959402898e-06
"735","AC011330.2",0.0241722818441765,-3.70365189471996,0,0.014,1,1.61668235060358,"AIDA084",0.0184803827539128,-3.70365189471996,2,0.0308154015602992
"736","AC011346.1",0.857966240090919,-0.294347268285267,0.01,0.012,1,0.0665298007651413,"AIDA099",0.0211625359674013,3.02220625146503,66,0.0344964742014012
"738","AC011379.1",0.621046692230649,0.103666539511265,0.017,0.013,1,0.206875746979923,"AIDA035",2.33745837362346e-05,4.9211406347726,17,0.000145436047833148
"739","AC011379.2",0.011045503556653,2.78946841608706,0.024,0.003,1,1.9568144801646,"AIDA114",0.00764570823377356,3.38502712804367,14,0.0151137536379648
"742","AC011416.3",0.548051761812743,0.947906133199674,0.017,0.009,1,0.261178421792936,"AIDA149",0.00436457777304155,-3.46195793291612,25,0.00970066624034482
"744","AC011444.2",0.0847328677753093,-3.10949635106071,0,0.029,1,1.07194809469172,"AIDA188",5.10953509565549e-05,5.51313392980521,2,0.000276266592279946
"746","AC011445.2",0.674288938468556,0.297865801852536,0.025,0.018,1,0.171153964750872,"AIDA124",0.00365266446365982,3.59606641401036,61,0.0084443840143667
"747","AC011446.1",0.00115588201426673,-4.47907661256071,0.002,0.037,1,2.93708649391548,"AIDA048",5.16638303605277e-05,-4.47907661256071,6,0.000278947069892558
"748","AC011446.2",0.896005746743157,0.116885999881752,0.077,0.074,1,0.0476892048793499,"AIDA079",0.0264740251663595,3.26195470572396,116,0.0412955788506565
"749","AC011446.3",0.0663359050591908,-2.39960618756049,0.002,0.012,1,1.17825134115369,"AIDA087",0.0124369684101384,3.20402944662942,19,0.0223716141826322
"750","AC011447.3",0.737834324215912,0.43574405976539,0.017,0.013,1,0.132041145163936,"AIDA083",0.0207173466901179,-3.74383903687546,91,0.0338898841943225
"753","AC011455.1",0.0241722818441765,-3.74492212455323,0,0.014,1,1.61668235060358,"AIDA084",0.0241722818441765,-3.74492212455323,1,0.0383313164514776
"757","AC011468.5",0.232829158605167,0.892344446577146,0.016,0.004,1,0.632962631288762,"AIDA082",0.000333693368707153,4.24203953942308,27,0.00127289612605914
"759","AC011472.2",0.996699998811942,0.3530739923055,0.024,0.024,1,0.00143554225673379,"AIDA163",0.00412765211088343,3.47261806377171,91,0.00929067484368805
"760","AC011472.3",0.271262096268648,1.45415649732217,0.011,0,1,0.566610886413115,"AIDA193",0.00187629172069078,-5.41593862982119,27,0.00497754617224396
"761","AC011476.3",0.244978458763109,0.837423271171494,0.011,0.003,1,0.610872101968576,"AIDA044",0.00101090098772805,3.65584218333424,62,0.00308372503264795
"762","AC011477.2",0.171475432670318,-1.82222728608767,0,0.011,1,0.765798092647375,"AIDA014",0.00124396343189277,3.79758529512685,57,0.00363768349627501
"765","AC011484.1",1.52899854791966e-06,-5.95711840110994,0,0.037,0.0559628758524073,5.81559292703423,"AIDA048",1.52899854791966e-06,-5.95711840110994,1,1.38091890180912e-05
"767","AC011495.2",0.00115588201426673,-4.08652843125159,0.002,0.037,1,2.93708649391548,"AIDA048",4.01948792010568e-05,-4.08652843125159,3,0.000228490353579162
"768","AC011498.1",0.540522094301446,1.0824239697754,0.012,0.007,1,0.267186549190622,"AIDA057",0.030901814806498,3.55579817649696,8,0.0469687332640546
"769","AC011498.2",0.000656731056276841,4.85950888084555,0.02,0,1,3.18261244579441,"AIDA038",0.000656731056276841,4.85950888084555,1,0.00218734445329614
"774","AC011603.2",0.753931594383359,0.321530405482213,0.057,0.049,1,0.122668056689294,"AIDA179",3.50329084039918e-05,3.62117373395899,118,0.000204031948773099
"775","AC011611.3",0.914367475378009,0.101601990428872,0.017,0.016,1,0.0388792304639075,"AIDA065",0.0185537222470901,-3.46196895345897,64,0.0309059481056488
"776","AC011611.4",0.0360802190938152,3.19916586876804,0.013,0,1,1.44273083390875,"AIDA019",0.00047869330217462,-4.17675931153968,7,0.00170451914086342
"777","AC011632.1",0.000316538385909546,-4.92167989761087,0,0.011,1,3.49957361652232,"AIDA093",0.000316538385909546,-4.92167989761087,1,0.00122084424785268
"778","AC011676.1",0.197129203398054,-2.07213709339534,0,0.01,1,0.705249033076523,"AIDA122",0.00340004634331214,4.52192264888294,2,0.00799121968766973
"780","AC011726.3",0.268073861433965,1.34553034593192,0.013,0.004,1,0.571745529875407,"AIDA140",0.00824248266966472,-2.48636814556444,25,0.0160652130953215
"781","AC011773.1",0.125061923139721,2.12229433307144,0.019,0.004,1,0.902874897240612,"AIDA009",0.0012964334995831,4.23242831874969,36,0.00375718848636987
"782","AC011773.4",0.188427759907016,1.50887389358635,0.01,0.004,1,0.724855114885364,"AIDA121",0.00734563119932921,2.78715378127967,8,0.0146334227829157
"783","AC011815.1",0.0440494347069198,-3.67005100449774,0.001,0.013,1,1.35605966058316,"AIDA098",0.0295602178344957,-3.67005100449774,4,0.0452749464089418
"785","AC011825.2",1.39248010368416e-06,5.71798605226951,0.039,0,0.050966164274944,5.85621100148415,"AIDA038",3.30193259987128e-06,6.38273426396077,4,2.73258067026731e-05
"787","AC011899.2",0.071224829127806,-2.98598972522205,0,0.012,1,1.14736858398304,"AIDA030",0.00238981241115695,3.33162756881676,38,0.00604465535987387
"789","AC011912.1",0.0754840017556267,-1.56040179060242,0.002,0.01,1,1.1221450839401,"AIDA081",0.000782199298547669,4.53540153429012,22,0.00252410543896093
"791","AC011933.2",0.00874627094390923,2.91295233553769,0.021,0.003,1,2.05817707311258,"AIDA073",3.50334617651052e-05,-4.72985878206179,5,0.000204031948773099
"793","AC011939.2",0.424743713947352,-1.76575274269993,0.008,0.019,1,0.371873039811899,"AIDA096",8.36151792392264e-05,5.65893866734325,26,0.0004160682775886
"795","AC011978.2",0.42146472849917,0.545399448029409,0.019,0,1,0.375238764714531,"AIDA188",0.000133241964419345,-5.16500489934023,7,0.000607036180742107
"797","AC012020.1",0.254738981978995,0.700391690921613,0.032,0.018,1,0.593904591106441,"AIDA114",0.013146034583434,-3.35776809780505,112,0.0233922085969929
"798","AC012063.1",0.232170383105513,-2.30853290885136,0.003,0.01,1,0.634193181988546,"AIDA161",0.0116932243616613,-2.30853290885136,28,0.0212258389665974
"799","AC012065.3",0.00115588201426673,-4.43715801580511,0.002,0.037,1,2.93708649391548,"AIDA048",0.00115588201426673,-4.43715801580511,1,0.00342735730896957
"800","AC012074.1",0.216407482714687,1.61485853483659,0.014,0,1,0.66472772671928,"AIDA010",6.56817026442564e-05,5.55354808481775,3,0.000339942946124537
"804","AC012170.2",0.181544060493746,-2.08487488887951,0,0.012,1,0.741017955161924,"AIDA015",0.026343990976925,-2.76648364878974,2,0.0411322664279455
"805","AC012173.1",0.0104554941877569,-4.20554118865094,0,0.016,1,1.98065543506596,"AIDA062",5.92080114275979e-07,5.18569652565376,5,6.01371882492719e-06
"806","AC012181.1",0.634043540796894,0.478685643814103,0.013,0.008,1,0.197880917388709,"AIDA115",0.00453329565693593,3.53384011283478,23,0.0100003547381688
"807","AC012181.2",0.043103042737595,-3.35436137660562,0,0.013,1,1.36549207096445,"AIDA053",0.00209980100892249,-3.35436137660562,6,0.00545270907155679
"808","AC012184.1",0.000656731056276841,4.97614431864847,0.02,0,1,3.18261244579441,"AIDA038",0.000150035534536828,4.97614431864847,3,0.000669148866371782
"809","AC012184.3",0.181631783011517,1.683713691302,0.017,0,1,0.740808153729209,"AIDA122",0.00593486751398534,-3.0274849791114,56,0.0123246086813717
"810","AC012184.4",0.00504035936920882,3.92346037524361,0.01,0,1,2.297538497979,"AIDA121",0.00341448633971649,-4.19493199134666,4,0.0080151353637808
"812","AC012213.1",0.0104554941877569,-3.9823518322106,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-3.9823518322106,1,0.0193468353221592
"813","AC012213.3",0.000207791278174275,-5.6118031535287,0,0.019,1,3.68237268546161,"AIDA096",0.000207791278174275,-5.6118031535287,1,0.00086532319155901
"814","AC012236.1",0.369920570890806,0.399770563675087,0.01,0,1,0.431891517357329,"AIDA098",0.000119359131054426,-3.11175861221355,38,0.00055521376123956
"815","AC012291.3",0.109153899916997,2.65983075068297,0.011,0,1,0.961960742939959,"AIDA136",0.00187257799203438,-4.18838633443227,10,0.00497133985593101
"816","AC012306.2",0.164607918495493,1.41811746883962,0.014,0.005,1,0.783549276801876,"AIDA066",0.000682952704525191,-3.57928674145148,95,0.0022576958487791
"818","AC012313.1",0.599464818321187,0.294686827644155,0.013,0.009,1,0.222236299900112,"AIDA072",0.02608264445552,3.02585791135022,98,0.0408125298504405
"821","AC012313.7",0.661293752688106,-0.195766167115421,0.006,0.01,1,0.179605580102457,"AIDA057",0.0264577226417314,-4.41654087389164,3,0.0412767594124746
"824","AC012358.3",0.0333987832363462,2.13489198923615,0.018,0.004,1,1.47626935484611,"AIDA187",0.00563921749772085,-4.13378258328367,28,0.0118291616497174
"825","AC012360.1",0.310144349695522,-1.59123337575185,0,0.015,1,0.508436126536443,"AIDA174",0.0123078016856956,-4.46212933202012,2,0.022165876364892
"827","AC012368.1",0.0704851984620683,-0.888525518976045,0.012,0.036,1,1.1519020730958,"AIDA114",0.00402652324456622,5.3164730414879,118,0.00912207225577329
"828","AC012379.2",0.00910958781987252,2.30261037937841,0.02,0.002,1,2.04050127303849,"AIDA125",0.00910958781987252,2.30261037937841,1,0.0174497424109082
"834","AC012464.2",0.00158705889394631,-4.80395041773923,0,0.013,1,2.79940695677299,"AIDA098",0.00158705889394631,-4.80395041773923,1,0.00437058161054114
"835","AC012467.2",0.0628730088316234,3.01529705008556,0.012,0,1,1.20153575568761,"AIDA163",0.0230726242851569,-3.36483401087545,8,0.0370948084261072
"837","AC012485.3",0.392070606861557,-1.91471373721353,0.005,0.013,1,0.406635715099232,"AIDA098",0.00021452862133524,6.43577958865428,10,0.000889489441635494
"838","AC012507.1",0.19814848230019,-1.70381799620317,0,0.01,1,0.70300924975511,"AIDA057",0.0148517923363974,-2.81287627836899,8,0.0258005855631673
"840","AC012510.1",0.221424652468886,1.95659092759592,0.01,0,1,0.654774028284864,"AIDA032",0.0106085040263144,-4.08082347895181,4,0.019589698513806
"841","AC012557.2",0.48380217631328,0.815613002339879,0.01,0.004,1,0.315332182359582,"AIDA053",0.00241262317624433,-4.09578891468263,19,0.00608579916617747
"843","AC012603.1",0.000656731056276841,5.0171394115524,0.02,0,1,3.18261244579441,"AIDA038",1.35700515221708e-05,5.0171394115524,2,9.2014679325934e-05
"844","AC012615.1",0.00264090726977596,-0.647087533335992,0.127,0.204,1,2.57824684791524,"AIDA072",0.00336213307901204,-2.62542096783188,109,0.00792066665237551
"848","AC012636.1",0.0719183774527135,2.32592908076584,0.014,0.003,1,1.14316011926262,"AIDA073",0.00325610308487628,3.58026101395027,10,0.00771953158594572
"849","AC012640.2",0.24301039463495,-1.58445137203423,0,0.012,1,0.614375149298603,"AIDA173",0.0100832433545483,3.70191964806231,81,0.0189149411449163
"851","AC012645.1",0.221424652468886,1.90935808377816,0.01,0,1,0.654774028284864,"AIDA032",0.0197154913147712,-4.03255035551632,6,0.0325232324411804
"852","AC012645.3",0.997069028087605,-0.32087575104877,0.067,0.065,1,0.00127477400549776,"AIDA157",0.000192211027750609,-2.02356734617369,116,0.000818461864832703
"856","AC013356.2",0.0104554941877569,-3.93194720501251,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-3.93194720501251,1,0.0193468353221592
"858","AC013460.1",0.197129203398054,-2.04573006673642,0,0.01,1,0.705249033076523,"AIDA122",0.000803790582438806,4.85950888084555,3,0.00258308220661339
"859","AC013468.1",0.0241722818441765,-3.76047642993848,0,0.014,1,1.61668235060358,"AIDA084",0.0241722818441765,-3.76047642993848,1,0.0383313164514776
"860","AC013486.1",0.142698604850912,-1.63394074022236,0.003,0.015,1,0.845580272915573,"AIDA076",0.0269753423927,3.11166719144463,18,0.0419264915551451
"865","AC015712.1",0.305042142288091,1.46405660381121,0.01,0.003,1,0.515640157706096,"AIDA111",0.017305330595317,2.85792898542871,6,0.0291832708905272
"866","AC015726.1",0.0457155447568273,-2.30127682916783,0.004,0.026,1,1.33993610071344,"AIDA140",0.0271514596755805,-4.06744831176097,26,0.0421723811597695
"867","AC015727.1",0.0519667339749665,2.75648970162263,0.011,0.002,1,1.284274577024,"AIDA014",0.000134288220579847,-5.06753060499484,2,0.000610517812162428
"869","AC015802.4",0.246138008878659,-1.80790132666393,0,0.011,1,0.608821316928316,"AIDA179",0.0191906256021343,-2.98242434309766,5,0.0317685738745054
"870","AC015802.6",0.846617913634873,-0.139376131991371,0.011,0.012,1,0.0723125465040248,"AIDA065",0.00512175955333664,-3.87156588772052,57,0.0110380920292149
"872","AC015819.1",0.079164619016479,-3.13310479491149,0,0.01,1,1.10146887395471,"AIDA013",0.0100666859090671,-3.13310479491149,5,0.0188913972492048
"876","AC015853.2",0.0104554941877569,-4.031655378048,0,0.016,1,1.98065543506596,"AIDA062",0.0104554941877569,-4.031655378048,1,0.0193468353221592
"877","AC015871.1",0.0572826143867304,0.846841039646143,0.044,0.025,1,1.24197716898547,"AIDA067",0.0261525811369871,6.71547476436417,113,0.0408891198338399
"878","AC015871.4",0.13521005427108,1.62018344616924,0.017,0.004,1,0.868991012890701,"AIDA094",0.0105640314905982,2.72987413479451,53,0.0195198612793648
"880","AC015909.2",0.0686796703314283,-1.39057141957265,0.004,0.014,1,1.16317179815855,"AIDA065",0.0276435989275873,-2.11426157128763,4,0.0427944175705919
"881","AC015909.3",4.47233538903143e-05,5.52578975871712,0.021,0,1,4.34946563532201,"AIDA023",4.47233538903143e-05,5.52578975871712,1,0.000247375257563093
"882","AC015911.3",0.0461548524527507,3.11173747644937,0.01,0,1,1.33578263304176,"AIDA157",0.000229492277819194,-5.37902971212527,23,0.000936084393675822
"883","AC015911.5",0.391155986245412,-1.92004262462897,0.004,0.01,1,0.407650018930788,"AIDA161",0.0284168276439179,3.70627340845073,3,0.0438069335547333
"884","AC015911.6",0.000207791278174275,-5.25932006410549,0,0.019,1,3.68237268546161,"AIDA096",0.000207791278174275,-5.25932006410549,1,0.00086532319155901
"885","AC015912.1",0.263410415798265,-2.12498608140545,0,0.031,1,0.57936705612338,"AIDA172",1.36781763122354e-07,-5.94597443760212,14,1.63374955695069e-06
"886","AC015912.3",0.317837221515848,-0.881670291478591,0.016,0.026,1,0.497795244471727,"AIDA158",0.000229839473020954,-2.77503961306987,120,0.000937304327804312
"888","AC015921.1",0.0015097467984215,4.33659397791083,0.014,0,1,2.82109588268626,"AIDA073",0.00316902529411725,4.33659397791083,2,0.00756473247821322
"890","AC015967.1",0.221424652468886,2.36585251127267,0.01,0,1,0.654774028284864,"AIDA032",0.0263624578834611,3.87346718949793,4,0.0411545029271341
"892","AC015971.1",0.277070200762864,1.11806793912723,0.011,0,1,0.557410180605978,"AIDA122",2.37339843620879e-05,2.86462604285648,31,0.000147436782320738
